"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"205","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"206","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"207","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"208","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"209","first","3A",5.59,"Jodie","Jodie",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"210","first","3A",4.73,"Kerry","Kerry",NA,1,0,0,"R_1q3yHRLvYq94n0X","female","45 - 54","White","Some college"
"211","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"212","first","3B",4.34,"Riley","Riley",NA,1,0,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"213","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"214","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"215","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"216","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"217","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_2xWV5JVQGpmBYU6","male","25 - 34","Black or African American","4 year degree"
"218","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"219","first","3B",4.34,"Riley","Riley",NA,1,0,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"220","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"221","first","3B",3.75,"Quinn","Quinn",NA,1,0,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"222","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"223","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"224","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_3qfLmeje2AzPL5F","male","35 - 44","White","4 year degree"
"225","first","2A",5.59,"Jodie","Jodie",NA,1,0,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"226","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"227","first","2A",2.12,"Chris","Chris",NA,0,1,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"228","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"229","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"230","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"231","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2w7fYJ8R7uGRc0Q","female","25 - 34","White","2 year degree"
"232","first","1C",1.28,"James","James",NA,1,0,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"233","first","1C",2.61,"Emerson","Emerson",NA,0,1,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"234","first","1C",3.87,"Reese","Reese",NA,1,0,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"235","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"236","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"237","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"238","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_ONIeQmNM71QFiTL","male","35 - 44","White","4 year degree"
"239","first","3C",6.24,"Ashley","Ashley",NA,1,0,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"240","first","3C",4.39,"Jessie","Jessie",NA,1,0,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"241","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"242","first","3C",3.87,"Reese","Reese",NA,0,1,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"243","first","3C",1.28,"James","James",NA,1,0,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"244","first","3C",6.82,"Emily","Emily",NA,0,1,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"245","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"R_bJfapde0DlEcSu5","male","35 - 44","White","4 year degree"
"246","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"247","first","1A",2.12,"Chris","Chris",NA,0,1,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"248","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"249","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"250","first","1A",4.73,"Kerry","Kerry",NA,1,0,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"251","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"252","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_1IuvwXNaZMfjOls","female","25 - 34","White","Some college"
"253","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"254","first","2B",4.34,"Riley","Riley",NA,1,0,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"255","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"256","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"257","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"258","first","2B",5.22,"Blair","Blair",NA,1,0,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"259","first","2B",1.24,"Brian","Brian",NA,1,0,0,"R_1cXHWD4mvxw8zu7","male","25 - 34","White","2 year degree"
"260","first","3B",5.86,"Elisha","Elisha",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"261","first","3B",4.34,"Riley","Riley",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"262","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"263","first","3B",3.75,"Quinn","Quinn",NA,0,1,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"264","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"265","first","3B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"266","first","3B",5.22,"Blair","Blair",NA,1,0,0,"R_1Kp3xucJ6VSdtxL","male","35 - 44","White","Professional degree"
"267","first","2A",5.59,"Jodie","Jodie",NA,1,0,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"268","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"269","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"270","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"271","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"272","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"273","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_1Fthdm9aTYncw6R","female","45 - 54","White","Professional degree"
"274","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"275","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"276","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"277","first","1B",4.34,"Riley","Riley",NA,1,0,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"278","first","1B",5.22,"Blair","Blair",NA,0,1,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"279","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"280","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_ZjZgNcusg6M1Xy1","female","35 - 44","White","Professional degree"
"281","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"282","first","1A",2.12,"Chris","Chris",NA,1,0,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"283","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"284","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"285","first","1A",4.73,"Kerry","Kerry",NA,0,1,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"286","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"287","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_31ydovA1m4IitEo","female","55 - 64","White","4 year degree"
"288","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"289","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"290","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"291","first","3C",3.87,"Reese","Reese",NA,1,0,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"292","first","3C",1.28,"James","James",NA,1,0,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"293","first","3C",6.82,"Emily","Emily",NA,0,1,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"294","first","3C",5.34,"Jackie","Jackie",NA,1,0,0,"R_3jSQsKaLO9vYxFD","female","25 - 34","White","4 year degree"
"295","first","2B",5.86,"Elisha","Elisha",NA,1,0,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"296","first","2B",4.34,"Riley","Riley",NA,1,0,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"297","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"298","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"299","first","2B",3.75,"Quinn","Quinn",NA,0,1,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"300","first","2B",5.22,"Blair","Blair",NA,1,0,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"301","first","2B",1.24,"Brian","Brian",NA,1,0,0,"R_11j6mQunl97pPvJ","male","25 - 34","White","Some college"
"302","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"303","first","1A",2.12,"Chris","Chris",NA,1,0,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"304","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"305","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"306","first","1A",4.73,"Kerry","Kerry",NA,0,1,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"307","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"308","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_2VOpJjwrXvzqG7c","female","45 - 54","White","2 year degree"
"309","first","1C",1.28,"James","James",NA,1,0,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"310","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"311","first","1C",3.87,"Reese","Reese",NA,1,0,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"312","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"313","first","1C",5.34,"Jackie","Jackie",NA,1,0,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"314","first","1C",6.24,"Ashley","Ashley",NA,1,0,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"315","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_2wAh0cWCgszbjZU","male","35 - 44","Other","Some college"
"316","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"317","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"318","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"319","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"320","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"321","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"322","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"R_2bIPOn1xAtunqtQ","male","25 - 34","White","High school graduate"
"323","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"324","first","3C",4.39,"Jessie","Jessie",NA,1,0,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"325","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"326","first","3C",3.87,"Reese","Reese",NA,0,1,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"327","first","3C",1.28,"James","James",NA,0,1,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"328","first","3C",6.82,"Emily","Emily",NA,1,0,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"329","first","3C",5.34,"Jackie","Jackie",NA,1,0,0,"R_3PYNlq9yifB3jPb","female","18 - 24","White","Some college"
"330","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"331","first","1B",2.41,"Tommie","Tommie",NA,0,1,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"332","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"333","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"334","first","1B",5.22,"Blair","Blair",NA,1,0,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"335","first","1B",5.86,"Elisha","Elisha",NA,1,0,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"336","first","1B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_1E7frxgg77Uzet3","male","25 - 34","White","4 year degree"
"337","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"338","first","3B",4.34,"Riley","Riley",NA,0,1,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"339","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"340","first","3B",3.75,"Quinn","Quinn",NA,0,1,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"341","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"342","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"343","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_54ROkchQE0wk9Vf","male","18 - 24","Other","4 year degree"
"344","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"345","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"346","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"347","first","2C",6.82,"Emily","Emily",NA,0,1,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"348","first","2C",3.87,"Reese","Reese",NA,0,1,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"349","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"350","first","2C",1.28,"James","James",NA,1,0,0,"R_26gU4YzMgu0JOpK","male","35 - 44","White","Professional degree"
"351","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"352","first","2B",4.34,"Riley","Riley",NA,0,1,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"353","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"354","first","2B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"355","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"356","first","2B",5.22,"Blair","Blair",NA,0,1,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"357","first","2B",1.24,"Brian","Brian",NA,0,1,0,"R_3PGClCMKXIdIux8","male","25 - 34","White","High school graduate"
"358","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"359","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"360","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"361","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"362","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"363","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"364","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_DesNYOjBkvgOAw1","N/A","25 - 34","White","Some college"
"365","first","1C",1.28,"James","James",NA,1,0,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"366","first","1C",2.61,"Emerson","Emerson",NA,0,1,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"367","first","1C",3.87,"Reese","Reese",NA,1,0,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"368","first","1C",4.39,"Jessie","Jessie",NA,0,1,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"369","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"370","first","1C",6.24,"Ashley","Ashley",NA,1,0,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"371","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_3rMSYlML8DxTUGG","N/A","18 - 24","Asian","Some college"
"372","first","3B",5.86,"Elisha","Elisha",NA,1,0,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"373","first","3B",4.34,"Riley","Riley",NA,1,0,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"374","first","3B",2.41,"Tommie","Tommie",NA,0,1,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"375","first","3B",3.75,"Quinn","Quinn",NA,0,1,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"376","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"377","first","3B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"378","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_2v7mEFUtCqdlOwp","male","18 - 24","American Indian or Alaska Native","2 year degree"
"379","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"380","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"381","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"382","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"383","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"384","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"385","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_3pnIP2uRVqVpkkG","male","25 - 34","White","4 year degree"
"386","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_3RfFFUndZCv2NfX","male","18 - 24","Asian","High school graduate"
